date,open,high,low,close,volume,symbol
2023-07-21,390.3800048828125,397.54998779296875,390.1199951171875,394.0400085449219,19248750,KOTAKBANK
2023-07-24,390.0,390.0,377.6400146484375,379.45001220703125,35165465,KOTAKBANK
2023-07-25,380.20001220703125,380.3999938964844,371.2900085449219,375.1000061035156,39724580,KOTAKBANK
2023-07-26,376.0,379.5799865722656,375.1300048828125,379.05999755859375,12310365,KOTAKBANK
2023-07-27,377.79998779296875,380.5199890136719,372.510009765625,374.75,31450005,KOTAKBANK
2023-07-28,373.9200134277344,377.1600036621094,372.2200012207031,375.3699951171875,11510165,KOTAKBANK
2023-07-31,373.20001220703125,375.0,369.8299865722656,371.30999755859375,20126035,KOTAKBANK
2023-08-01,370.0,373.1499938964844,368.8800048828125,370.0,22339710,KOTAKBANK
2023-08-02,368.1099853515625,369.5799865722656,363.6099853515625,364.739990234375,20902255,KOTAKBANK
2023-08-03,364.0199890136719,366.7699890136719,361.1700134277344,364.6499938964844,35076460,KOTAKBANK
2023-08-04,365.79998779296875,368.55999755859375,362.2300109863281,367.70001220703125,27217660,KOTAKBANK
2023-08-07,369.0,369.0,365.2799987792969,366.30999755859375,18541550,KOTAKBANK
2023-08-08,366.29998779296875,368.5299987792969,364.4100036621094,365.6000061035156,20448115,KOTAKBANK
2023-08-09,366.79998779296875,366.79998779296875,363.3500061035156,366.29998779296875,13121620,KOTAKBANK
2023-08-10,365.1499938964844,366.4800109863281,359.20001220703125,360.1700134277344,25560495,KOTAKBANK
2023-08-11,359.6000061035156,360.0,356.3999938964844,358.2900085449219,21328080,KOTAKBANK
2023-08-14,357.79998779296875,360.4700012207031,357.0,358.82000732421875,16499595,KOTAKBANK
2023-08-16,357.3999938964844,357.9700012207031,355.5,357.239990234375,9419700,KOTAKBANK
2023-08-17,356.3999938964844,357.4800109863281,352.6000061035156,353.1400146484375,25658695,KOTAKBANK
2023-08-18,351.4200134277344,353.67999267578125,349.29998779296875,350.1600036621094,20566460,KOTAKBANK
2023-08-21,350.20001220703125,354.5199890136719,349.7699890136719,352.07000732421875,19777340,KOTAKBANK
2023-08-22,353.79998779296875,354.3999938964844,351.69000244140625,352.6199951171875,16644060,KOTAKBANK
2023-08-23,353.9599914550781,356.3800048828125,350.79998779296875,356.010009765625,16691425,KOTAKBANK
2023-08-24,357.79998779296875,359.79998779296875,355.25,356.19000244140625,20618955,KOTAKBANK
2023-08-25,354.239990234375,357.8699951171875,353.3999938964844,355.7699890136719,10216750,KOTAKBANK
2023-08-28,355.7699890136719,359.32000732421875,354.92999267578125,358.07000732421875,9902680,KOTAKBANK
2023-08-29,359.3900146484375,359.510009765625,355.79998779296875,356.6199951171875,13543460,KOTAKBANK
2023-08-30,358.20001220703125,358.5899963378906,353.0,354.9800109863281,12979480,KOTAKBANK
2023-08-31,354.9800109863281,356.760009765625,350.8599853515625,351.75,41570050,KOTAKBANK
2023-09-01,352.7799987792969,355.9200134277344,350.8699951171875,354.2200012207031,13476050,KOTAKBANK
2023-09-04,355.4800109863281,357.79998779296875,351.4599914550781,352.44000244140625,23488415,KOTAKBANK
2023-09-05,353.0,356.6000061035156,352.6199951171875,354.2099914550781,21286715,KOTAKBANK
2023-09-06,354.20001220703125,355.3999938964844,352.0400085449219,354.05999755859375,31101115,KOTAKBANK
2023-09-07,355.0,358.4700012207031,353.4599914550781,357.79998779296875,11040445,KOTAKBANK
2023-09-08,359.3999938964844,361.0,356.30999755859375,358.6400146484375,11930910,KOTAKBANK
2023-09-11,360.0,362.29998779296875,359.04998779296875,361.5799865722656,11584510,KOTAKBANK
2023-09-12,363.79998779296875,363.79998779296875,359.2799987792969,362.239990234375,17044830,KOTAKBANK
2023-09-13,360.1199951171875,367.20001220703125,360.1199951171875,364.9200134277344,29659350,KOTAKBANK
2023-09-14,365.6000061035156,366.3500061035156,362.79998779296875,364.30999755859375,12797115,KOTAKBANK
2023-09-15,363.239990234375,364.69000244140625,362.20001220703125,362.7799987792969,20607700,KOTAKBANK
2023-09-18,362.20001220703125,362.3999938964844,358.79998779296875,359.6700134277344,19850560,KOTAKBANK
2023-09-20,357.3900146484375,360.69000244140625,355.1400146484375,357.8900146484375,26840715,KOTAKBANK
2023-09-21,356.79998779296875,358.1600036621094,350.20001220703125,351.1400146484375,23923755,KOTAKBANK
2023-09-22,351.6000061035156,353.9800109863281,350.42999267578125,351.2900085449219,18550615,KOTAKBANK
2023-09-25,352.79998779296875,357.8599853515625,351.3599853515625,356.8800048828125,11132835,KOTAKBANK
2023-09-26,355.2200012207031,356.3599853515625,350.739990234375,352.82000732421875,18280835,KOTAKBANK
2023-09-27,352.79998779296875,354.2200012207031,350.0,353.0299987792969,15021030,KOTAKBANK
2023-09-28,352.44000244140625,354.3800048828125,345.79998779296875,346.6400146484375,41315985,KOTAKBANK
2023-09-29,348.79998779296875,348.79998779296875,346.5899963378906,347.1400146484375,17858645,KOTAKBANK
2023-10-03,346.0,347.0,343.0899963378906,345.4100036621094,27674345,KOTAKBANK
2023-10-04,343.0,345.3999938964844,341.79998779296875,344.4100036621094,31104895,KOTAKBANK
2023-10-05,346.0,349.3999938964844,344.2300109863281,346.8500061035156,14834005,KOTAKBANK
2023-10-06,347.05999755859375,349.3999938964844,346.0400085449219,348.7799987792969,9961615,KOTAKBANK
2023-10-09,346.0,346.760009765625,343.4100036621094,343.8599853515625,9197565,KOTAKBANK
2023-10-10,345.5,353.739990234375,344.1199951171875,351.2200012207031,16844910,KOTAKBANK
2023-10-11,352.010009765625,355.989990234375,352.010009765625,354.2799987792969,17499220,KOTAKBANK
2023-10-12,355.0,355.3800048828125,352.25,352.7699890136719,11919135,KOTAKBANK
2023-10-13,351.0,353.989990234375,350.42999267578125,352.3999938964844,10619635,KOTAKBANK
2023-10-16,352.20001220703125,352.42999267578125,349.2900085449219,349.95001220703125,7899785,KOTAKBANK
2023-10-17,351.0,354.9599914550781,350.1600036621094,354.30999755859375,16086785,KOTAKBANK
2023-10-18,354.6000061035156,355.0400085449219,349.0199890136719,350.67999267578125,15258400,KOTAKBANK
2023-10-19,348.3999938964844,350.67999267578125,347.1199951171875,347.69000244140625,9965895,KOTAKBANK
2023-10-20,346.70001220703125,354.6400146484375,346.5299987792969,353.9200134277344,20361915,KOTAKBANK
2023-10-23,353.79998779296875,353.79998779296875,344.489990234375,348.1499938964844,37732210,KOTAKBANK
2023-10-25,349.79998779296875,352.3500061035156,344.3999938964844,345.6099853515625,17563340,KOTAKBANK
2023-10-26,345.5400085449219,345.5400085449219,337.79998779296875,338.9700012207031,31396400,KOTAKBANK
