date,open,high,low,close,volume,symbol
2023-07-21,192.8000030517578,196.35000610351562,192.10000610351562,195.10000610351562,11031250,NTPC
2023-07-24,195.5,197.0,192.9499969482422,195.89999389648438,9981788,NTPC
2023-07-25,196.5,201.35000610351562,195.89999389648438,200.64999389648438,18028061,NTPC
2023-07-26,201.5,202.14999389648438,200.0,201.60000610351562,13857423,NTPC
2023-07-27,201.75,203.0,200.60000610351562,201.9499969482422,16013422,NTPC
2023-07-28,201.85000610351562,210.4499969482422,199.5,210.0,39630520,NTPC
2023-07-31,212.1999969482422,218.9499969482422,209.64999389648438,218.35000610351562,43494779,NTPC
2023-08-01,219.5500030517578,226.64999389648438,218.85000610351562,225.14999389648438,63510580,NTPC
2023-08-02,225.0500030517578,225.14999389648438,216.85000610351562,219.10000610351562,22647784,NTPC
2023-08-03,219.10000610351562,223.60000610351562,217.9499969482422,220.10000610351562,29868065,NTPC
2023-08-04,221.6999969482422,222.1999969482422,217.60000610351562,217.9499969482422,12879897,NTPC
2023-08-07,219.6999969482422,221.35000610351562,217.64999389648438,217.9499969482422,12929354,NTPC
2023-08-08,220.3000030517578,220.39999389648438,214.0,217.5500030517578,15314866,NTPC
2023-08-09,218.4499969482422,219.6999969482422,216.4499969482422,218.6999969482422,12554174,NTPC
2023-08-10,219.1999969482422,220.85000610351562,216.5,217.39999389648438,10970619,NTPC
2023-08-11,214.89999389648438,216.5,212.64999389648438,213.0,7970536,NTPC
2023-08-14,213.3000030517578,214.0,211.8000030517578,213.0,9283695,NTPC
2023-08-16,212.9499969482422,217.9499969482422,212.0500030517578,217.4499969482422,9687712,NTPC
2023-08-17,219.4499969482422,219.8000030517578,215.14999389648438,215.75,11865239,NTPC
2023-08-18,215.8000030517578,216.64999389648438,213.3000030517578,215.14999389648438,14101163,NTPC
2023-08-21,217.1999969482422,219.5500030517578,215.6999969482422,218.8000030517578,13336739,NTPC
2023-08-22,219.25,222.3000030517578,218.85000610351562,221.6999969482422,16930149,NTPC
2023-08-23,222.89999389648438,222.89999389648438,221.0500030517578,221.6999969482422,13507905,NTPC
